image_path,xmin,xmax,ymin,ymax,class_id
dataset\0010오색앵무\0010_00000110.jpg,83,172,26,144,10
dataset\0010오색앵무\0010_00000147.jpg,70,154,61,154,10
dataset\0010오색앵무\0010_00000180.jpg,95,164,75,154,10
dataset\0010오색앵무\0010_00000113.jpg,56,200,48,141,10
dataset\0010오색앵무\0010_00000155.jpg,111,183,66,162,10
dataset\0010오색앵무\0010_00000101.jpg,34,159,42,183,10
dataset\0010오색앵무\0010_00000124.jpg,45,112,33,124,10
dataset\0010오색앵무\0010_00000151.jpg,65,247,77,231,10
dataset\0010오색앵무\0010_00000115.jpg,45,241,57,233,10
dataset\0010오색앵무\0010_00000146.jpg,41,116,34,117,10
dataset\0010오색앵무\0010_00000168.jpg,66,148,83,178,10
dataset\0010오색앵무\0010_00000142.jpg,44,128,10,91,10
dataset\0010오색앵무\0010_00000156.jpg,61,155,76,164,10
dataset\0010오색앵무\0010_00000111.jpg,10,92,18,115,10
dataset\0010오색앵무\0010_00000184.jpg,159,219,89,140,10
dataset\0010오색앵무\0010_00000132.jpg,85,235,17,128,10
dataset\0010오색앵무\0010_00000181.jpg,88,204,93,229,10
dataset\0010오색앵무\0010_00000138.jpg,77,151,75,190,10
dataset\0010오색앵무\0010_00000120.jpg,38,166,40,116,10
dataset\0010오색앵무\0010_00000096.jpg,81,281,44,208,10
dataset\0010오색앵무\0010_00000103.jpg,64,137,42,143,10
dataset\0010오색앵무\0010_00000112.jpg,77,187,36,129,10
dataset\0010오색앵무\0010_00000145.jpg,140,200,29,95,10
dataset\0010오색앵무\0010_00000148.jpg,124,216,34,97,10
dataset\0010오색앵무\0010_00000150.jpg,66,160,40,132,10
dataset\0010오색앵무\0010_00000177.jpg,139,262,0,81,10
dataset\0010오색앵무\0010_00000095.jpg,48,127,68,151,10
dataset\0010오색앵무\0010_00000159.jpg,100,170,88,158,10
dataset\0010오색앵무\0010_00000118.jpg,148,246,18,88,10
dataset\0010오색앵무\0010_00000186.jpg,76,207,32,202,10
dataset\0010오색앵무\0010_00000100.jpg,88,180,30,95,10
dataset\0010오색앵무\0010_00000169.jpg,70,148,93,167,10
dataset\0010오색앵무\0010_00000136.jpg,164,227,40,128,10
dataset\0010오색앵무\0010_00000165.jpg,125,192,79,168,10
dataset\0010오색앵무\0010_00000170.jpg,124,196,77,167,10
dataset\0010오색앵무\0010_00000178.jpg,99,175,87,163,10
dataset\0010오색앵무\0010_00000141.jpg,172,249,76,199,10
dataset\0010오색앵무\0010_00000185.jpg,151,186,147,192,10
dataset\0010오색앵무\0010_00000125.jpg,44,111,32,123,10
dataset\0010오색앵무\0010_00000129.jpg,144,239,25,100,10
dataset\0010오색앵무\0010_00000122.jpg,113,168,68,125,10
dataset\0010오색앵무\0010_00000152.jpg,56,127,72,147,10
dataset\0010오색앵무\0010_00000137.jpg,160,208,79,136,10
dataset\0010오색앵무\0010_00000126.jpg,183,258,9,81,10
dataset\0010오색앵무\0010_00000130.jpg,159,270,24,123,10
dataset\0010오색앵무\0010_00000172.jpg,58,92,99,133,10
dataset\0010오색앵무\0010_00000175.jpg,104,180,109,184,10
dataset\0010오색앵무\0010_00000160.jpg,28,202,16,226,10
dataset\0010오색앵무\0010_00000174.jpg,117,203,21,132,10
dataset\0010오색앵무\0010_00000161.jpg,62,132,116,184,10
dataset\0010오색앵무\0010_00000094.jpg,58,154,96,199,10
dataset\0010오색앵무\0010_00000183.jpg,160,231,101,192,10
dataset\0010오색앵무\0010_00000166.jpg,68,148,83,174,10
dataset\0010오색앵무\0010_00000135.jpg,200,285,160,226,10
dataset\0010오색앵무\0010_00000158.jpg,123,215,16,108,10
dataset\0010오색앵무\0010_00000117.jpg,41,113,29,123,10
dataset\0010오색앵무\0010_00000179.jpg,179,222,56,101,10
dataset\0010오색앵무\0010_00000106.jpg,96,164,75,162,10
dataset\0010오색앵무\0010_00000140.jpg,131,231,49,147,10
dataset\0010오색앵무\0010_00000149.jpg,42,154,5,93,10
dataset\0010오색앵무\0010_00000123.jpg,91,194,81,192,10
dataset\0010오색앵무\0010_00000107.jpg,87,145,80,163,10
dataset\0010오색앵무\0010_00000162.jpg,124,196,113,219,10
dataset\0011회색앵무\0011_00000176.jpg,129,184,84,129,11
dataset\0011회색앵무\0011_00000173.jpg,131,186,83,128,11
dataset\0011회색앵무\0011_00000092.jpg,101,156,88,131,11
dataset\0011회색앵무\0011_00000186.jpg,64,117,60,121,11
dataset\0011회색앵무\0011_00000136.jpg,140,190,81,129,11
dataset\0011회색앵무\0011_00000094.jpg,89,144,84,127,11
dataset\0011회색앵무\0011_00000157.jpg,145,200,84,129,11
dataset\0011회색앵무\0011_00000041.jpg,105,156,77,120,11
dataset\0011회색앵무\0011_00000026.jpg,97,160,61,113,11
dataset\0011회색앵무\0011_00000139.jpg,140,190,81,129,11
dataset\0011회색앵무\0011_00000118.jpg,127,171,87,135,11
dataset\0011회색앵무\0011_00000070.jpg,99,150,77,120,11
dataset\0011회색앵무\0011_00000162.jpg,144,199,83,128,11
dataset\0011회색앵무\0011_00000021.jpg,91,163,49,111,11
dataset\0011회색앵무\0011_00000122.jpg,125,175,87,135,11
dataset\0011회색앵무\0011_00000148.jpg,144,194,79,127,11
dataset\0011회색앵무\0011_00000057.jpg,101,152,81,124,11
dataset\0011회색앵무\0011_00000158.jpg,144,199,81,127,11
dataset\0011회색앵무\0011_00000030.jpg,97,160,66,119,11
dataset\0011회색앵무\0011_00000128.jpg,139,188,83,131,11
dataset\0011회색앵무\0011_00000167.jpg,140,195,81,127,11
dataset\0011회색앵무\0011_00000171.jpg,133,188,83,128,11
dataset\0011회색앵무\0011_00000039.jpg,107,158,79,121,11
dataset\0011회색앵무\0011_00000056.jpg,100,151,80,123,11
dataset\0011회색앵무\0011_00000191.jpg,76,156,40,120,11
dataset\0011회색앵무\0011_00000019.jpg,87,163,48,112,11
dataset\0011회색앵무\0011_00000193.jpg,52,107,61,112,11
dataset\0011회색앵무\0011_00000105.jpg,85,125,111,159,11
dataset\0011회색앵무\0011_00000110.jpg,91,131,107,155,11
dataset\0011회색앵무\0011_00000017.jpg,87,163,44,108,11
dataset\0011회색앵무\0011_00000129.jpg,141,191,81,129,11
dataset\0011회색앵무\0011_00000189.jpg,81,162,44,124,11
dataset\0011회색앵무\0011_00000053.jpg,103,154,81,124,11
dataset\0011회색앵무\0011_00000044.jpg,107,158,76,119,11
dataset\0011회색앵무\0011_00000020.jpg,88,160,49,111,11
dataset\0011회색앵무\0011_00000000.jpg,93,170,45,109,11
dataset\0011회색앵무\0011_00000076.jpg,99,150,77,120,11
dataset\0011회색앵무\0011_00000131.jpg,140,190,80,128,11
dataset\0011회색앵무\0011_00000064.jpg,99,150,79,121,11
dataset\0011회색앵무\0011_00000095.jpg,88,143,113,156,11
dataset\0011회색앵무\0011_00000086.jpg,97,148,77,120,11
dataset\0011회색앵무\0011_00000091.jpg,107,162,85,128,11
dataset\0011회색앵무\0011_00000068.jpg,99,150,80,123,11
dataset\0011회색앵무\0011_00000067.jpg,97,148,79,121,11
dataset\0011회색앵무\0011_00000182.jpg,120,175,87,132,11
dataset\0011회색앵무\0011_00000137.jpg,137,187,80,128,11
dataset\0011회색앵무\0011_00000043.jpg,105,156,79,121,11
dataset\0011회색앵무\0011_00000123.jpg,133,183,87,135,11
dataset\0011회색앵무\0011_00000178.jpg,125,180,87,132,11
dataset\0011회색앵무\0011_00000085.jpg,97,148,77,120,11
dataset\0011회색앵무\0011_00000152.jpg,144,199,83,128,11
dataset\0011회색앵무\0011_00000120.jpg,121,171,88,136,11
dataset\0011회색앵무\0011_00000036.jpg,101,158,72,120,11
dataset\0011회색앵무\0011_00000140.jpg,139,188,77,125,11
dataset\0011회색앵무\0011_00000143.jpg,144,194,76,124,11
dataset\0011회색앵무\0011_00000089.jpg,112,167,85,128,11
dataset\0011회색앵무\0011_00000042.jpg,105,156,79,121,11
dataset\0011회색앵무\0011_00000051.jpg,101,152,80,123,11
dataset\0011회색앵무\0011_00000035.jpg,101,158,72,120,11
dataset\0011회색앵무\0011_00000065.jpg,99,150,79,121,11
dataset\0011회색앵무\0011_00000147.jpg,143,192,79,127,11
dataset\0011회색앵무\0011_00000061.jpg,100,151,80,123,11
dataset\0011회색앵무\0011_00000009.jpg,88,164,46,111,11
dataset\0011회색앵무\0011_00000050.jpg,103,154,83,125,11
dataset\0011회색앵무\0011_00000004.jpg,92,168,48,112,11
dataset\0011회색앵무\0011_00000177.jpg,127,182,85,131,11
dataset\0011회색앵무\0011_00000069.jpg,97,148,79,121,11
dataset\0011회색앵무\0011_00000088.jpg,113,168,87,129,11
dataset\0011회색앵무\0011_00000151.jpg,141,196,81,127,11
dataset\0011회색앵무\0011_00000084.jpg,96,147,77,120,11
dataset\0011회색앵무\0011_00000033.jpg,101,158,69,117,11
dataset\0011회색앵무\0011_00000078.jpg,99,150,77,120,11
dataset\0011회색앵무\0011_00000185.jpg,62,117,180,251,11
dataset\0011회색앵무\0011_00000016.jpg,89,166,45,109,11
dataset\0011회색앵무\0011_00000090.jpg,112,167,88,131,11
dataset\0011회색앵무\0011_00000098.jpg,88,143,150,198,11
dataset\0011회색앵무\0011_00000107.jpg,88,128,112,160,11
dataset\0011회색앵무\0011_00000022.jpg,93,163,54,112,11
dataset\0011회색앵무\0011_00000133.jpg,143,192,83,131,11
dataset\0011회색앵무\0011_00000100.jpg,95,150,158,208,11
dataset\0011회색앵무\0011_00000027.jpg,96,159,62,115,11
dataset\0011회색앵무\0011_00000145.jpg,145,195,79,127,11
dataset\0011회색앵무\0011_00000014.jpg,89,166,44,108,11
dataset\0011회색앵무\0011_00000109.jpg,88,128,108,156,11
dataset\0011회색앵무\0011_00000115.jpg,111,155,92,140,11
dataset\0011회색앵무\0011_00000071.jpg,97,148,77,120,11
dataset\0011회색앵무\0011_00000153.jpg,145,200,81,127,11
dataset\0011회색앵무\0011_00000103.jpg,93,143,141,194,11
dataset\0011회색앵무\0011_00000066.jpg,99,150,80,123,11
dataset\0011회색앵무\0011_00000029.jpg,96,159,65,117,11
dataset\0011회색앵무\0011_00000074.jpg,99,150,80,123,11
dataset\0011회색앵무\0011_00000081.jpg,99,150,76,119,11
dataset\0011회색앵무\0011_00000046.jpg,105,156,79,121,11
dataset\0011회색앵무\0011_00000062.jpg,100,151,81,124,11
dataset\0011회색앵무\0011_00000155.jpg,143,198,81,127,11
dataset\0011회색앵무\0011_00000038.jpg,104,158,77,123,11
dataset\0011회색앵무\0011_00000028.jpg,96,159,64,116,11
dataset\0011회색앵무\0011_00000159.jpg,143,198,83,128,11
dataset\0011회색앵무\0011_00000096.jpg,80,135,119,167,11
dataset\0011회색앵무\0011_00000058.jpg,100,151,79,121,11
dataset\0011회색앵무\0011_00000031.jpg,97,160,68,120,11
dataset\0011회색앵무\0011_00000023.jpg,92,162,56,113,11
dataset\0011회색앵무\0011_00000059.jpg,101,152,80,123,11
dataset\0011회색앵무\0011_00000156.jpg,141,196,84,129,11
dataset\0011회색앵무\0011_00000116.jpg,120,164,91,139,11
dataset\0011회색앵무\0011_00000006.jpg,91,167,46,111,11
dataset\0011회색앵무\0011_00000161.jpg,145,200,81,127,11
dataset\0011회색앵무\0011_00000181.jpg,121,176,87,132,11
dataset\0011회색앵무\0011_00000099.jpg,93,148,150,198,11
dataset\0011회색앵무\0011_00000149.jpg,143,198,79,124,11
dataset\0011회색앵무\0011_00000082.jpg,99,150,76,119,11
dataset\0011회색앵무\0011_00000012.jpg,88,164,45,109,11
dataset\0011회색앵무\0011_00000163.jpg,143,198,81,127,11
dataset\0011회색앵무\0011_00000106.jpg,87,127,111,159,11
dataset\0011회색앵무\0011_00000104.jpg,84,133,112,164,11
dataset\0011회색앵무\0011_00000174.jpg,131,186,84,129,11
dataset\0011회색앵무\0011_00000175.jpg,132,187,84,129,11
dataset\0011회색앵무\0011_00000194.jpg,81,136,61,112,11
dataset\0011회색앵무\0011_00000054.jpg,101,152,79,121,11
dataset\0011회색앵무\0011_00000018.jpg,85,162,45,109,11
dataset\0011회색앵무\0011_00000005.jpg,91,167,46,111,11
dataset\0011회색앵무\0011_00000037.jpg,103,156,75,120,11
dataset\0011회색앵무\0011_00000121.jpg,127,176,88,136,11
dataset\0011회색앵무\0011_00000108.jpg,89,129,107,155,11
dataset\0011회색앵무\0011_00000134.jpg,141,191,83,131,11
dataset\0011회색앵무\0011_00000077.jpg,97,148,77,120,11
dataset\0011회색앵무\0011_00000060.jpg,100,151,79,121,11
dataset\0011회색앵무\0011_00000168.jpg,137,192,83,128,11
dataset\0011회색앵무\0011_00000113.jpg,105,145,97,145,11
dataset\0011회색앵무\0011_00000142.jpg,148,198,81,129,11
dataset\0011회색앵무\0011_00000102.jpg,99,148,154,206,11
dataset\0011회색앵무\0011_00000008.jpg,89,166,45,109,11
dataset\0011회색앵무\0011_00000180.jpg,124,179,87,132,11
dataset\0011회색앵무\0011_00000124.jpg,129,179,85,133,11
dataset\0011회색앵무\0011_00000166.jpg,141,196,83,128,11
dataset\0011회색앵무\0011_00000013.jpg,88,164,45,109,11
dataset\0011회색앵무\0011_00000093.jpg,97,152,84,127,11
dataset\0011회색앵무\0011_00000337.jpg,108,175,38,150,11
dataset\0011회색앵무\0011_00000281.jpg,144,230,131,227,11
dataset\0011회색앵무\0011_00000341.jpg,97,196,20,131,11
dataset\0011회색앵무\0011_00000261.jpg,28,231,21,269,11
dataset\0011회색앵무\0011_00000386.jpg,69,287,30,271,11
dataset\0011회색앵무\0011_00000202.jpg,154,254,54,127,11
dataset\0011회색앵무\0011_00000317.jpg,57,154,28,99,11
dataset\0011회색앵무\0011_00000359.jpg,62,207,56,175,11
dataset\0011회색앵무\0011_00000214.jpg,62,190,58,230,11
dataset\0011회색앵무\0011_00000363.jpg,116,150,133,180,11
dataset\0011회색앵무\0011_00000308.jpg,69,156,57,208,11
dataset\0011회색앵무\0011_00000349.jpg,18,270,25,286,11
dataset\0011회색앵무\0011_00000329.jpg,101,227,52,206,11
dataset\0011회색앵무\0011_00000254.jpg,46,211,52,246,11
dataset\0011회색앵무\0011_00000273.jpg,150,231,18,99,11
dataset\0011회색앵무\0011_00000352.jpg,34,141,26,113,11
dataset\0011회색앵무\0011_00000364.jpg,162,226,22,91,11
dataset\0011회색앵무\0011_00000200.jpg,107,219,42,160,11
dataset\0011회색앵무\0011_00000216.jpg,75,235,36,263,11
dataset\0011회색앵무\0011_00000371.jpg,137,214,5,79,11
dataset\0011회색앵무\0011_00000310.jpg,58,202,20,184,11
dataset\0011회색앵무\0011_00000293.jpg,45,167,26,101,11
dataset\0011회색앵무\0011_00000207.jpg,79,156,68,137,11
dataset\0011회색앵무\0011_00000370.jpg,73,163,20,93,11
dataset\0011회색앵무\0011_00000255.jpg,66,192,18,123,11
dataset\0011회색앵무\0011_00000212.jpg,26,144,24,120,11
dataset\0011회색앵무\0011_00000362.jpg,136,196,84,133,11
dataset\0011회색앵무\0011_00000291.jpg,42,115,56,152,11
dataset\0011회색앵무\0011_00000292.jpg,115,269,25,202,11
dataset\0011회색앵무\0011_00000366.jpg,60,143,30,97,11
dataset\0011회색앵무\0011_00000222.jpg,99,239,52,139,11
dataset\0011회색앵무\0011_00000237.jpg,91,195,45,212,11
dataset\0011회색앵무\0011_00000286.jpg,17,93,10,95,11
dataset\0011회색앵무\0011_00000215.jpg,76,183,61,132,11
dataset\0011회색앵무\0011_00000243.jpg,44,227,38,184,11
dataset\0011회색앵무\0011_00000321.jpg,136,227,45,207,11
dataset\0011회색앵무\0011_00000377.jpg,116,208,16,141,11
dataset\0011회색앵무\0011_00000208.jpg,26,116,26,120,11
dataset\0011회색앵무\0011_00000385.jpg,29,215,16,124,11
dataset\0011회색앵무\0011_00000391.jpg,58,203,32,192,11
dataset\0011회색앵무\0011_00000241.jpg,84,261,14,220,11
dataset\0011회색앵무\0011_00000392.jpg,53,258,2,239,11
dataset\0011회색앵무\0011_00000224.jpg,194,239,49,93,11
dataset\0011회색앵무\0011_00000259.jpg,190,289,52,133,11
dataset\0011회색앵무\0011_00000234.jpg,5,143,95,262,11
dataset\0011회색앵무\0011_00000282.jpg,84,178,26,129,11
dataset\0011회색앵무\0011_00000231.jpg,105,230,87,211,11
dataset\0011회색앵무\0011_00000322.jpg,117,180,99,164,11
dataset\0011회색앵무\0011_00000313.jpg,104,160,85,148,11
dataset\0011회색앵무\0011_00000271.jpg,73,152,66,131,11
dataset\0011회색앵무\0011_00000383.jpg,76,127,89,145,11
dataset\0011회색앵무\0011_00000251.jpg,81,156,92,159,11
dataset\0011회색앵무\0011_00000206.jpg,45,243,42,237,11
dataset\0011회색앵무\0011_00000353.jpg,162,253,48,170,11
dataset\0011회색앵무\0011_00000314.jpg,72,215,50,227,11
dataset\0011회색앵무\0011_00000316.jpg,121,202,33,171,11
dataset\0011회색앵무\0011_00000390.jpg,160,243,91,180,11
dataset\0011회색앵무\0011_00000276.jpg,52,121,26,107,11
dataset\0011회색앵무\0011_00000277.jpg,52,233,8,144,11
dataset\0011회색앵무\0011_00000328.jpg,85,156,81,137,11
dataset\0011회색앵무\0011_00000387.jpg,4,116,2,155,11
dataset\0011회색앵무\0011_00000245.jpg,5,270,49,203,11
dataset\0011회색앵무\0011_00000356.jpg,84,156,81,143,11
dataset\0011회색앵무\0011_00000333.jpg,128,187,38,97,11
dataset\0011회색앵무\0011_00000229.jpg,41,183,50,166,11
dataset\0011회색앵무\0011_00000205.jpg,17,279,22,262,11
dataset\0011회색앵무\0011_00000203.jpg,111,194,21,108,11
dataset\0011회색앵무\0011_00000246.jpg,37,151,16,144,11
dataset\0011회색앵무\0011_00000306.jpg,73,195,20,151,11
dataset\0011회색앵무\0011_00000298.jpg,91,159,26,121,11
dataset\0011회색앵무\0011_00000288.jpg,26,88,24,89,11
dataset\0011회색앵무\0011_00000361.jpg,76,136,50,120,11
dataset\0011회색앵무\0011_00000355.jpg,66,179,62,222,11
dataset\0011회색앵무\0011_00000283.jpg,84,187,12,139,11
dataset\0011회색앵무\0011_00000225.jpg,18,257,21,270,11
dataset\0011회색앵무\0011_00000378.jpg,145,233,2,79,11
dataset\0011회색앵무\0011_00000351.jpg,69,279,13,271,11
dataset\0011회색앵무\0011_00000339.jpg,80,259,5,241,11
dataset\0011회색앵무\0011_00000330.jpg,91,198,12,171,11
dataset\0011회색앵무\0011_00000354.jpg,176,247,38,125,11
dataset\0011회색앵무\0011_00000350.jpg,17,108,87,200,11
dataset\0011회색앵무\0011_00000248.jpg,123,178,76,133,11
dataset\0011회색앵무\0011_00000228.jpg,156,295,40,175,11
dataset\0011회색앵무\0011_00000256.jpg,174,289,12,116,11
dataset\0011회색앵무\0011_00000257.jpg,87,241,2,294,11
dataset\0011회색앵무\0011_00000219.jpg,99,216,40,180,11
dataset\0011회색앵무\0011_00000315.jpg,79,184,17,125,11
dataset\0011회색앵무\0011_00000279.jpg,164,233,60,137,11
dataset\0011회색앵무\0011_00000344.jpg,172,241,49,121,11
dataset\0011회색앵무\0011_00000233.jpg,159,230,16,97,11
dataset\0011회색앵무\0011_00000201.jpg,117,187,50,125,11
dataset\0011회색앵무\0011_00000384.jpg,97,158,66,136,11
dataset\0011회색앵무\0011_00000296.jpg,52,263,37,250,11
dataset\0011회색앵무\0011_00000305.jpg,120,290,30,238,11
dataset\0011회색앵무\0011_00000236.jpg,89,261,16,220,11
dataset\0011회색앵무\0011_00000232.jpg,92,227,48,150,11
dataset\0011회색앵무\0011_00000302.jpg,131,220,24,115,11
dataset\0011회색앵무\0011_00000376.jpg,49,108,72,135,11
dataset\0011회색앵무\0011_00000294.jpg,62,158,14,100,11
dataset\0011회색앵무\0011_00000295.jpg,64,144,52,127,11
dataset\0011회색앵무\0011_00000274.jpg,83,180,45,113,11
dataset\0011회색앵무\0011_00000249.jpg,91,208,21,171,11
dataset\0011회색앵무\0011_00000272.jpg,151,239,4,97,11
dataset\0011회색앵무\0011_00000346.jpg,46,162,4,107,11
dataset\0011회색앵무\0011_00000226.jpg,54,125,64,154,11
dataset\0011회색앵무\0011_00000332.jpg,89,186,25,135,11
dataset\0011회색앵무\0011_00000278.jpg,80,191,72,179,11
dataset\0011회색앵무\0011_00000379.jpg,85,176,13,99,11
dataset\0011회색앵무\0011_00000244.jpg,139,226,4,58,11
dataset\0011회색앵무\0011_00000342.jpg,135,198,40,120,11
dataset\0011회색앵무\0011_00000223.jpg,148,235,33,144,11
dataset\0011회색앵무\0011_00000264.jpg,100,203,32,147,11
dataset\0011회색앵무\0011_00000204.jpg,140,211,44,121,11
dataset\0011회색앵무\0011_00000300.jpg,84,277,17,289,11
dataset\0011회색앵무\0011_00000345.jpg,28,225,96,253,11
dataset\0011회색앵무\0011_00000250.jpg,160,245,62,186,11
dataset\0011회색앵무\0011_00000373.jpg,93,273,5,277,11
dataset\0011회색앵무\0011_00000393.jpg,97,175,95,158,11
dataset\0011회색앵무\0011_00000198.jpg,143,206,30,104,11
dataset\0011회색앵무\0011_00000303.jpg,48,120,17,105,11
dataset\0011회색앵무\0011_00000336.jpg,66,211,38,204,11
dataset\0011회색앵무\0011_00000258.jpg,81,291,4,275,11
dataset\0011회색앵무\0011_00000270.jpg,33,133,88,206,11
dataset\0011회색앵무\0011_00000213.jpg,54,112,75,137,11
dataset\0011회색앵무\0011_00000348.jpg,100,261,69,200,11
dataset\0011회색앵무\0011_00000325.jpg,68,145,4,96,11
dataset\0011회색앵무\0011_00000309.jpg,5,123,18,267,11
dataset\0011회색앵무\0011_00000382.jpg,42,184,33,218,11
dataset\0011회색앵무\0011_00000374.jpg,93,215,28,154,11
